ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
5953,Lugar,Infraestructura,Positivo,Excellent facilities,
5954,Lugar,Infraestructura,Positivo,Excellent exhibitions and facilities,
5955,Eat,Gastronomía,Positivo,Excellent recreation spaces,
5956,Lugar,Infraestructura,Positivo,Excellent infrastructure conditions,2021-01-12
5957,Lugar,Infraestructura,Positivo,Excellent waterfalls,2019-10-07
5958,Lugar,Infraestructura,Positivo,Excellent..everything is very good..congratulations,
5959,Landscape,Naturaleza,Positivo,very beautiful landscape can be seen of our beloved city of Loja,
5959,City,Ubicación,Positivo,very beautiful landscape can be seen of our beloved city of Loja,
5960,Lugar,Infraestructura,Positivo,Excellent..,2021-09-01
5961,Safe,Seguridad,Positivo,You can visit it even at night in complete safety,
5962,Lugar,Infraestructura,Positivo,Excellent. Very pretty.,2021-10-01
5963,People,Atención,Positivo,"Good place to rest, take photos and I even saw people grilling",
5963,Park,Naturaleza,Positivo,There is a small train for 1 dollar and it takes you quickly through the park,
5964,Eat,Gastronomía,Positivo,GREAT SOUND,
5964,Location,Ubicación,Positivo,CENTRAL LOCATION,
5965,Lugar,Infraestructura,Positivo,Excellent.,
5966,Worth,Precio,Positivo,"Excellent, it would be worth canceling all the contractors and subcontractors, to whom they owe their salaries",2023-10-02
5967,Eat,Gastronomía,Positivo,"Excellent, a very cozy theater where plays, music, dance and more are performed",2021-05-12
5968,Lugar,Infraestructura,Positivo,"Excellent, a historic and very cozy place.",2022-08-07
5969,Lugar,Infraestructura,Positivo,"Excellent, very quiet",
5970,Lugar,Infraestructura,Positivo,"Excellent, Very nice, to share with the family, for tourism",
5971,Clean,Infraestructura,Positivo,"Excellent, well-maintained, clean, tidy, and spacious facilities",2022-05-12
5972,Park,Naturaleza,Positivo,"Excellent, this type of parks should exist in every city, congratulations to the city of Loja",2020-12-01
5972,City,Ubicación,Positivo,"Excellent, this type of parks should exist in every city, congratulations to the city of Loja",2020-12-01
5973,Lugar,Infraestructura,Positivo,Excellent space to enjoy the birds and visit the church,2024-02-03
5974,Lugar,Infraestructura,Positivo,"Excellent, it has many spaces to enjoy with family and friends, it has a tennis court, soccer, baske",2021-10-08
5975,Lugar,Infraestructura,Positivo,Excellent!!!!... Visit it,
5976,Nature,Naturaleza,Positivo,"Enjoy walks in the middle of the forest and all its nature, ideal to visit with family and friends",
5977,Lugar,Infraestructura,Positivo,Excellent!!!!!,
5978,Lugar,Infraestructura,Positivo,Excellent!!!!,
5979,Lugar,Infraestructura,Positivo,Excellent!!!,
5980,Lugar,Infraestructura,Positivo,Excellent!!!,2023-08-12
5981,Lugar,Infraestructura,Positivo,Excellent!!!,
5982,Lugar,Infraestructura,Positivo,Excellent!! very pretty,
5983,Lugar,Infraestructura,Positivo,Excellent!!,
5984,Safe,Seguridad,Positivo,"Safe, beautiful, and clean, they have it very well managed",
5984,Clean,Infraestructura,Positivo,"Safe, beautiful, and clean, they have it very well managed",
5985,Lugar,Infraestructura,Positivo,Excellent!,
5986,Hotel,Infraestructura,Positivo,"Excellent area, hotels and gastronomy",
5986,Area,Ubicación,Positivo,"Excellent area, hotels and gastronomy",
5987,Expensive,Precio,Positivo,"Excellent since it has many attractions such as the diverse or variety of animal species, with one exception to the train that provides the train ride service, which is very expensive and does not provide a good service",
5987,Service,Atención,Positivo,"Excellent since it has many attractions such as the diverse or variety of animal species, with one exception to the train that provides the train ride service, which is very expensive and does not provide a good service",
5987,Animal,Naturaleza,Positivo,"Excellent since it has many attractions such as the diverse or variety of animal species, with one exception to the train that provides the train ride service, which is very expensive and does not provide a good service",
5988,Lugar,Infraestructura,Positivo,Excellent and quiet,
5989,Safe,Seguridad,Positivo,Excellent and safe place,
5990,Security,Seguridad,Positivo,Excellent and hy police security,
5991,Lugar,Infraestructura,Positivo,Excellent and well-prepared guides,
5992,View,Naturaleza,Positivo,Excellent view and beautiful place to walk with the family,2020-06-03
5993,People,Atención,Neutro,"Excellent view, a viewpoint to observe the sunsets and the city, the problem of the place is bad smells and young people consuming alcohol",2018-07-12
5993,View,Naturaleza,Neutro,"Excellent view, a viewpoint to observe the sunsets and the city, the problem of the place is bad smells and young people consuming alcohol",2018-07-12
5993,City,Ubicación,Neutro,"Excellent view, a viewpoint to observe the sunsets and the city, the problem of the place is bad smells and young people consuming alcohol",2018-07-12
5994,View,Naturaleza,Positivo,Excellent panoramic view,2023-04-10
5994,Center,Ubicación,Positivo,But from the center,2023-04-10
5995,View,Naturaleza,Positivo,Excellent view of the City,2023-08-08
5995,City,Ubicación,Positivo,Excellent view of the City,2023-08-08
5996,View,Naturaleza,Positivo,Excellent view of the city of Loja,2019-10-08
5996,City,Ubicación,Positivo,Excellent view of the city of Loja,2019-10-08
5997,View,Naturaleza,Positivo,Excellent view of the city,
5997,City,Ubicación,Positivo,Excellent view of the city,
5998,View,Naturaleza,Positivo,Excellent view at the end,
5999,Lugar,Infraestructura,Positivo,Excellent unique,2019-02-10
6000,Lugar,Infraestructura,Positivo,Excellent work,2019-09-12
6001,Lugar,Infraestructura,Positivo,Everything is excellent.,2019-02-12
6002,Bench,Infraestructura,Positivo,"Excellent, it has several benches to rest",2024-08-05
6003,Eat,Gastronomía,Positivo,"Excellent theater, very well conceived and with great works",
6004,Eat,Gastronomía,Positivo,"Excellent theater, luxury, comfortable, spacious",
6005,Eat,Gastronomía,Positivo,"Excellent Theatre,",
6006,Eat,Gastronomía,Positivo,"Excellent theater for shows, a relic beauty",2022-02-03
6007,Eat,Gastronomía,Positivo,Excellent theater,2022-11-12
6008,Eat,Gastronomía,Positivo,Excellent theater,2022-05-09
6009,Location,Ubicación,Positivo,Excellent location,
6010,Lugar,Infraestructura,Positivo,Excellent sound system.,
6011,Lugar,Infraestructura,Positivo,Excellent sound for a symphony,
6012,Lugar,Infraestructura,Positivo,Excellent place to visit,
6013,Lugar,Infraestructura,Positivo,Excellent place to walk with the family,2018-04-01
6014,Lugar,Infraestructura,Positivo,Excellent place to walk with the family,2023-02-04
6015,Lugar,Infraestructura,Positivo,"Excellent place to do a little sport, walk, rest, talk with someone, read a book, among others. Good",
6016,Lugar,Infraestructura,Positivo,Excellent place to rest.. And dedicate a few minutes to God,
6017,Lugar,Infraestructura,Positivo,"Excellent place to learn about the history of music in Loja, what I like most is the inclusion of a",
6018,Eat,Gastronomía,Positivo,"Excellent recreation site to go with family, friends or just to walk, have a picnic, learn about and enjoy our wealth of Bio diversity",
6019,Service,Atención,Positivo,Excellent services,
6020,Service,Atención,Positivo,Excellent service and quality,2024-11-02
6021,Service,Atención,Positivo,Excellent RENTAL service for recoverable BOXES or DRAWERS for slabs,
6022,Service,Atención,Positivo,Excellent service,
6023,Service,Atención,Positivo,Excellent service,2022-05-08
6024,Service,Atención,Positivo,Excellent service,2022-11-08
6025,Service,Atención,Positivo,Excellent service,
6026,Service,Atención,Positivo,Excellent service,
6027,Lugar,Infraestructura,Positivo,Excellent tour of the Inca and local history of Loja.,
6028,Lugar,Infraestructura,Positivo,Excellent recommended,2021-09-04
6029,Clean,Infraestructura,Positivo,"Excellent recommendation, very clean",2023-07-06
6030,Lugar,Infraestructura,Positivo,"Excellent meeting point, lots of commerce around",2023-03-12
6031,Lugar,Infraestructura,Positivo,Excellent because,2021-06-09
6032,Lugar,Infraestructura,Positivo,Excellent square located in the heart of Loja and with a very important historical significance for,2018-11-07
6033,Lugar,Infraestructura,Positivo,Excellent square with good architecture,2024-09-11
6034,View,Naturaleza,Positivo,If it clears you will have unique views of Loja and its surroundings,2018-05-04
6035,City,Ubicación,Positivo,"Excellent cultural heritage of the city of Loja, visit it and enjoy",
6036,Park,Naturaleza,Positivo,Excellent park,
6037,Park,Naturaleza,Positivo,Excellent park and tourist place,
6038,Park,Naturaleza,Positivo,"Excellent theme park, variation of architecture and forms of fun",2019-12-08
6039,Park,Naturaleza,Positivo,Excellent theme park in the city of Loja,
6039,City,Ubicación,Positivo,Excellent theme park in the city of Loja,
6040,Worth,Precio,Positivo,"Excellent park, kept clean and well maintained, worth being there",
6040,Clean,Infraestructura,Positivo,"Excellent park, kept clean and well maintained, worth being there",
6040,Park,Naturaleza,Positivo,"Excellent park, kept clean and well maintained, worth being there",
6041,Eat,Gastronomía,Positivo,"EXCELLENT RECREATIONAL PARK TO GO FOR A WALK WITH THE WHOLE FAMILY, VERY COLORFUL, YOU CAN DO DIFFERENT ACTIVITIES",
6041,Park,Naturaleza,Positivo,"EXCELLENT RECREATIONAL PARK TO GO FOR A WALK WITH THE WHOLE FAMILY, VERY COLORFUL, YOU CAN DO DIFFERENT ACTIVITIES",
6042,Eat,Gastronomía,Positivo,Excellent recreational park,
6042,Park,Naturaleza,Positivo,Excellent recreational park,
6043,Eat,Gastronomía,Positivo,Excellent recreational park,
6043,Park,Naturaleza,Positivo,Excellent recreational park,
6044,Eat,Gastronomía,Positivo,Excellent park to breathe fresh air and enjoy your surroundings,
6044,Park,Naturaleza,Positivo,Excellent park to breathe fresh air and enjoy your surroundings,
6045,Park,Naturaleza,Positivo,Excellent park to walk with children,
6046,Park,Naturaleza,Positivo,Excellent park to arrive with your own vehicle and get to the city center,2018-03-08
6046,Center,Ubicación,Positivo,Excellent park to arrive with your own vehicle and get to the city center,2018-03-08
6047,Food,Gastronomía,Positivo,"Excellent park for walking, children's games and food",
6047,Park,Naturaleza,Positivo,"Excellent park for walking, children's games and food",
6048,Park,Naturaleza,Positivo,Excellent park for biking and getting fresh air,2018-09-07
6049,Park,Naturaleza,Positivo,"Excellent park, very good theme, recommended",
6050,Park,Naturaleza,Positivo,Excellent very nice park for the family,
6051,Eat,Gastronomía,Positivo,"In addition, the place is ideal for playing sports, walking and eating something delicious outdoors",
6051,Park,Naturaleza,Positivo,Excellent park in the city of Loja,
6051,City,Ubicación,Positivo,Excellent park in the city of Loja,
6052,Park,Naturaleza,Positivo,Excellent park with its beautiful gardens,2021-02-05
6053,Park,Naturaleza,Positivo,"Excellent park with a large size, with fields to play soccer and basketball, a park for skaters and cyclists, and in general for the family, with games for the little ones",
6054,Park,Naturaleza,Positivo,Excellent park,
6055,Park,Naturaleza,Positivo,Excellent park,2022-01-09
6056,Park,Naturaleza,Positivo,Excellent park,2022-10-01
6057,Park,Naturaleza,Positivo,Excellent park,
6058,Park,Naturaleza,Positivo,Excellent park,
6059,Lugar,Infraestructura,Positivo,Excellent to visit with family or play sports,
6060,Lugar,Infraestructura,Positivo,Excellent to see art,
6061,Lugar,Infraestructura,Positivo,Excellent for a family weekend,
6062,Lugar,Infraestructura,Positivo,Excellent for religious tourism.,
6063,Lugar,Infraestructura,Positivo,"Excellent for your visit, and enjoy Cultural Thursdays!",2017-10-08
6064,Lugar,Infraestructura,Positivo,"Excellent for going out with the family, playing and having fun an afternoon with the loved ones at",2022-09-09
6065,Eat,Gastronomía,Positivo,"Excellent for recreation and leisure with the family, varied activities and for all ages",2020-09-12
6066,Lugar,Infraestructura,Positivo,Excellent for sports activities,2021-04-08
6067,Lugar,Infraestructura,Positivo,Excellent for sports,2022-04-01
6068,Lugar,Infraestructura,Positivo,Excellent for spending time with the family,
6069,Lugar,Infraestructura,Positivo,Excellent for family walks,
6070,Lugar,Infraestructura,Positivo,Excellent to spend with family,2021-03-07
6071,Lugar,Infraestructura,Positivo,"Excellent to spend with family, very nice place",2024-09-04
6072,Lugar,Infraestructura,Positivo,Excellent to spend with family,
6073,Lugar,Infraestructura,Positivo,Excellent to spend with family,2020-05-12
6074,Lugar,Infraestructura,Positivo,Excellent for children,
6075,Lugar,Infraestructura,Positivo,Excellent for family,2022-10-01
6076,Lugar,Infraestructura,Positivo,Excellent for family,
6077,Lugar,Infraestructura,Positivo,Excellent for distraction,
6078,Lugar,Infraestructura,Positivo,Excellent to go with the family...it has several spaces to enjoy.,
6079,Lugar,Infraestructura,Positivo,Excellent to go with family,
6080,Lugar,Infraestructura,Positivo,Excellent for sports...,
6081,Lugar,Infraestructura,Positivo,Excellent for sports,
6082,Park,Naturaleza,Positivo,"Excellent for outdoor activities, poducarpus national park boundary, hiking, camping",
6083,Lugar,Infraestructura,Positivo,Excellent to be with family,2019-09-09
6084,Lugar,Infraestructura,Positivo,Excellent for distraction and exercise,
6085,Lugar,Infraestructura,Positivo,Excellent to clear the mind and share with the family,
6086,Lugar,Infraestructura,Positivo,Excellent for de-stressing,2023-09-09
6087,Lugar,Infraestructura,Positivo,Excellent for outdoor sports,2019-03-01
6088,Eat,Gastronomía,Positivo,Excellent for sharing family recreation,2020-09-12
6089,Nature,Naturaleza,Positivo,Excellent to share with the family in contact with nature,
6090,Lugar,Infraestructura,Positivo,Excellent to share with family,
6091,Lugar,Infraestructura,Positivo,Excellent for walking and having fun,
6092,Lugar,Infraestructura,Positivo,Excellent for walking or cycling.,
6093,Lugar,Infraestructura,Positivo,Excellent for outdoor activities.,
6094,Eat,Gastronomía,Positivo,"Great for taking photography, enjoying a good coffee ☕",2024-05-03
6094,Fee,Precio,Positivo,"Great for taking photography, enjoying a good coffee ☕",2024-05-03
6094,Landscape,Naturaleza,Positivo,"Excellent landscape, a very striking place",2024-05-03
6095,Lugar,Infraestructura,Positivo,Excellent organization,2024-08-09
6096,Lugar,Infraestructura,Positivo,Excellent very quiet,
6097,Lugar,Infraestructura,Positivo,Excellent very nice all loja,2021-03-10
6098,Lugar,Infraestructura,Positivo,Excellent very beautiful,
6099,Lugar,Infraestructura,Positivo,Excellent very pretty,2023-11-11
6100,Lugar,Infraestructura,Positivo,Excellent very pretty,
6101,Lugar,Infraestructura,Positivo,Excellent very beautiful,
6102,Eat,Gastronomía,Positivo,Large recreational park,2022-11-04
6102,Security,Seguridad,Positivo,With great security and variety of cultural and recreational sports venues,2022-11-04
6102,Park,Naturaleza,Positivo,Large recreational park,2022-11-04
6103,City,Ubicación,Positivo,"Excellent Museos, notable Lojano authors and recognized works from Ecuador and the city…",
6104,Lugar,Infraestructura,Positivo,Excellent Museos,
6105,Lugar,Infraestructura,Positivo,Excellent Museos,
6106,Lugar,Infraestructura,Positivo,Excellent samples of religious art.,2022-11-10
6107,Lugar,Infraestructura,Positivo,Excellent sample of Ecuadorian religious art.,
6108,Worth,Precio,Positivo,"Excellent monument, worth visiting and contemplating all his work in general",
6109,View,Naturaleza,Positivo,Excellent viewpoint of the city of Loja,
6109,City,Ubicación,Positivo,Excellent viewpoint of the city of Loja,
6110,View,Naturaleza,Positivo,Excellent viewpoint of the city,
6110,City,Ubicación,Positivo,Excellent viewpoint of the city,
6111,View,Naturaleza,Positivo,Excellent viewpoint,2021-09-01
6112,View,Naturaleza,Positivo,Excellent viewpoint,
6113,View,Naturaleza,Positivo,Excellent view of the city,
6113,City,Ubicación,Positivo,Excellent view of the city,
6114,Lugar,Infraestructura,Positivo,excellent morning,
6115,Lugar,Infraestructura,Positivo,Excellent place,
6116,Lugar,Infraestructura,Positivo,Excellent place...,2023-07-09
6117,Lugar,Infraestructura,Positivo,Excellent place...,2018-07-05
6118,Lugar,Infraestructura,Positivo,"Excellent place. Some plants are missing names, but from there they are super super good",
6119,Lugar,Infraestructura,Positivo,Excellent place.,
6120,Lugar,Infraestructura,Positivo,Excellent place.,
6121,Lugar,Infraestructura,Positivo,Excellent place.,
6122,Lugar,Infraestructura,Positivo,Excellent place.,
6123,Lugar,Infraestructura,Positivo,Excellent place.,
6124,Lugar,Infraestructura,Positivo,"Excellent place, a place full of microenvironments to enjoy, excellent for photography",
6125,Lugar,Infraestructura,Positivo,"excellent place, I had the opportunity to meet it before the pandemic. I recommend it.",2021-06-03
6126,Lugar,Infraestructura,Positivo,"Excellent place, typical of Loja",2018-07-08
6127,Food,Gastronomía,Positivo,"Excellent place, you will find new attractions, there is a train to explore the park, you can buy food for the fish and ducks, travel by boat, take photos, and large green spaces to enjoy nature",2022-06-03
6127,Nature,Naturaleza,Positivo,"Excellent place, you will find new attractions, there is a train to explore the park, you can buy food for the fish and ducks, travel by boat, take photos, and large green spaces to enjoy nature",2022-06-03
6128,Clean,Infraestructura,Positivo,"Excellent place, looks like a real castle, very clean and tidy",
6129,Lugar,Infraestructura,Positivo,"Excellent place to meditate, pray and reflect in the presence of God.",
6130,Green,Naturaleza,Positivo,"Excellent place, very quiet and with a lot of green area, very nice to go take photos",
6130,Area,Ubicación,Positivo,"Excellent place, very quiet and with a lot of green area, very nice to go take photos",
6131,Lugar,Infraestructura,Positivo,"Excellent place, very photogenic",
6132,Lugar,Infraestructura,Positivo,"Excellent place, very welcoming",
6133,Lugar,Infraestructura,Positivo,"Excellent place, lack of maintenance",2023-07-09
6134,Lugar,Infraestructura,Positivo,"Excellent place, Loja itself is beautiful.",
6135,Friendly,Atención,Positivo,"Excellent place, the guide is very friendly and provides a lot of information",2018-09-04
6136,Security,Seguridad,Positivo,"Excellent place, meets security due to the pandemic",2021-11-02
6137,Lugar,Infraestructura,Positivo,"Excellent place, it has physical and digital visual interpretation in addition to being at the foot",
6138,View,Naturaleza,Positivo,"Excellent place, good views and a magical place to relax",
6139,View,Naturaleza,Positivo,"Excellent place, good view of the city of Loja",2021-03-06
6139,City,Ubicación,Positivo,"Excellent place, good view of the city of Loja",2021-03-06
6140,Lugar,Infraestructura,Positivo,"excellent place, good acoustics",2020-08-03
6141,Lugar,Infraestructura,Positivo,"Excellent place, well maintained and quiet to go take photos and visit, in addition, next to it is S",
6142,Clean,Infraestructura,Positivo,"Excellent place, although its cleanliness leaves much to be desired",2023-04-09
6143,Lugar,Infraestructura,Positivo,Excellent place!,
6144,Food,Gastronomía,Positivo,"Excellent place and delicious food, I went for the house burger and it was worth it, recommended",2024-07-07
6144,Worth,Precio,Positivo,"Excellent place and delicious food, I went for the house burger and it was worth it, recommended",2024-07-07
6145,Restaurant,Gastronomía,Positivo,Excellent place and very good restaurant,2024-03-03
6146,Lugar,Infraestructura,Positivo,"Excellent place and most of all the Cultural Thursdays are fantastic, good opening for talent",
6147,Lugar,Infraestructura,Positivo,Excellent traditional tourist place in Loja,
6148,Security,Seguridad,Positivo,"Excellent quiet place to go out with the family or go out to relax, it provides a lot of security, highly recommended",
6149,Safe,Seguridad,Positivo,"Excellent place, super safe and clean",
6149,Clean,Infraestructura,Positivo,"Excellent place, super safe and clean",
6150,Lugar,Infraestructura,Positivo,"Excellent place, super I loved it if I had the opportunity to go I would love it lovely place",2024-02-08
6151,Eat,Gastronomía,Positivo,Excellent recreational place,2020-04-08
6152,Nature,Naturaleza,Positivo,Excellent place to go for a walk and enjoy nature,
6153,Lugar,Infraestructura,Positivo,"Excellent place to visit, recommended",2020-07-06
6154,Nature,Naturaleza,Positivo,"Excellent place to visit, parks like this the country should proclaim, a place within the city to connect with nature",
6154,City,Ubicación,Positivo,"Excellent place to visit, parks like this the country should proclaim, a place within the city to connect with nature",
6155,Lugar,Infraestructura,Positivo,"Excellent place to visit, with family and friends",
6156,Eat,Gastronomía,Positivo,"Excellent place to visit, it has everything great, I loved it",
6157,Near,Ubicación,Positivo,"Near the cathedral of the City of Loja, Government, Municipality of Loja and Provincial Government of Loja",2024-11-10
6158,Lugar,Infraestructura,Positivo,Excellent place to visit with family and play sports,2022-03-01
6159,Lugar,Infraestructura,Positivo,Excellent place to visit during the day,
6160,Lugar,Infraestructura,Positivo,Excellent place to visit with family and friends.,
6161,Lugar,Infraestructura,Positivo,Excellent place to visit with family,2022-08-02
6162,Lugar,Infraestructura,Positivo,Excellent place to visit,2019-10-12
6163,Lugar,Infraestructura,Positivo,Excellent place to visit,
6164,Lugar,Infraestructura,Positivo,Excellent place to visit,
6165,Lugar,Infraestructura,Positivo,Excellent place to visit,
6166,Lugar,Infraestructura,Positivo,Excellent place to visit,
6167,Lugar,Infraestructura,Positivo,Excellent place to visit,
6168,Lugar,Infraestructura,Positivo,Excellent place to visit,
6169,Lugar,Infraestructura,Positivo,Excellent place for visitors,
6170,Lugar,Infraestructura,Positivo,Excellent place for a walk,
6171,Lugar,Infraestructura,Positivo,Excellent place to spend a weekend with your family,
6172,Lugar,Infraestructura,Positivo,"Excellent place for tourists, you can take good photos",
6173,Lugar,Infraestructura,Positivo,Excellent place to jog,
6174,Nature,Naturaleza,Positivo,Excellent place to take photos and walk with nature,
6175,Lugar,Infraestructura,Positivo,Excellent place to get some fresh air,2022-02-05
6176,Lugar,Infraestructura,Positivo,Excellent place for the whole family,2024-03-04
6177,Park,Naturaleza,Positivo,Excellent place to leave Jipiro Park on the weekend along the path to Sauces and return to Jipiro,
6178,View,Naturaleza,Positivo,"After the climb, which doesn't take long, there is a stunning view of the city",2018-12-08
6178,City,Ubicación,Positivo,Excellent place to get out of the city and go trekking,2018-12-08
6179,Lugar,Infraestructura,Positivo,Excellent place to go out with the family,2020-12-12
6180,Lugar,Infraestructura,Positivo,"Excellent place to go for a walk, exercise, walk alone, with friends or family...",
6181,Lugar,Infraestructura,Positivo,Excellent place to go for a walk,2023-12-09
6182,Lugar,Infraestructura,Positivo,Excellent place to relax,
6183,Eat,Gastronomía,Positivo,Excellent place to recreate games with the children and lots of movement on the weekends,
6184,Eat,Gastronomía,Positivo,Excellent place for recreation and tourism,
6185,Eat,Gastronomía,Positivo,Excellent place for recreation and to share time with family,
6186,Safe,Seguridad,Positivo,"Excellent place to visit with family or friends, safe and easy to access",
6187,Lugar,Infraestructura,Positivo,Excellent place for leisure activities.,2022-02-08
6188,Nature,Naturaleza,Positivo,Excellent place to relieve stress and especially for nature lovers,2019-10-02
6189,Lugar,Infraestructura,Positivo,Excellent place for those of us who travel..,2019-09-08
6190,Eat,Gastronomía,Positivo,"Excellent place for those who want to express their creations, works of art and performances",
6191,Lugar,Infraestructura,Positivo,Excellent place for those who love a natural life and hiking,2017-12-04
6192,Lugar,Infraestructura,Positivo,Excellent place to walk and enjoy...,
6193,Eat,Gastronomía,Positivo,You can do very interesting sports and recreational activities,2022-04-06
6194,Taste,Gastronomía,Positivo,"Excellent place to walk with the family, you can taste various typical dishes in its surroundings",2022-07-05
6194,Rio,Naturaleza,Positivo,"Excellent place to walk with the family, you can taste various typical dishes in its surroundings",2022-07-05
6195,Security,Seguridad,Positivo,Excellent place to walk with the family with all biosecurity measures,
6196,Lugar,Infraestructura,Positivo,Excellent place to walk with the family,
6197,Lugar,Infraestructura,Positivo,Excellent place to walk,
6198,Lugar,Infraestructura,Positivo,Excellent place to walk,
6199,Lugar,Infraestructura,Positivo,Excellent place to spend it with friends.,
6200,Lugar,Infraestructura,Positivo,Excellent place to spend and learn,
6201,Nature,Naturaleza,Positivo,"Excellent place to spend a moment with the family, play sports and enjoy nature",
6202,Lugar,Infraestructura,Positivo,Excellent place to spend a moment of relaxation and continue with daily tasks,
6203,Green,Naturaleza,Positivo,Full of green areas and small lakes that make for a very pleasant environment,2020-09-01
6203,Area,Ubicación,Positivo,Full of green areas and small lakes that make for a very pleasant environment,2020-09-01
6204,Lugar,Infraestructura,Positivo,"Excellent place to spend with family, walk and relax",
6205,Lugar,Infraestructura,Positivo,"Excellent place to spend the weekend with your family, or with your partner, where you can find a va",2023-06-02
6206,Lugar,Infraestructura,Positivo,"Excellent place to spend with family, wife, girlfriend, lover, etc.",2021-03-06
6207,Tree,Naturaleza,Positivo,Excellent place to observe plants and trees native to the southern mountains of Ecuador,2018-08-05
6208,People,Atención,Positivo,Excellent place for people who like sports and also a good walk outdoors,2022-10-04
6209,Eat,Gastronomía,Positivo,From 7:00 to 9:00 you can do dance therapy and on weekends other recreational activities are added to share with friends and family,2022-03-12
6209,Green,Naturaleza,Positivo,"Excellent place to practice sports, large green areas",2022-03-12
6209,Area,Ubicación,Positivo,"Excellent place to practice sports, large green areas",2022-03-12
6210,Lugar,Infraestructura,Positivo,"Excellent place for the family, whoever designed it had imagination and will. It is a large, beautif",
6211,Lugar,Infraestructura,Positivo,"Excellent place to go with the family, you can also take your pets, there is an excellent bicycle tr",2023-10-09
6212,Lugar,Infraestructura,Positivo,Excellent place to go with family,2024-08-05
6213,Lugar,Infraestructura,Positivo,Excellent place to go with family,
6214,Lugar,Infraestructura,Positivo,Excellent place to go with the family.,2021-02-10
6215,People,Atención,Positivo,Excellent place for sightseeing and meeting people,2019-10-02
6216,Advisable,Seguridad,Positivo,In general it is advisable to go with a raincoat (it is usually cold and rainy) and boots to walk on the trails (there is mud),
6216,People,Atención,Positivo,"You have to be careful with the height at which the shelter is located, especially for people with high blood pressure problems",
6217,Lugar,Infraestructura,Positivo,Excellent place for adventure,2018-01-12
6218,Security,Seguridad,Positivo,"Good acoustics, service, security, prices and quality of the events presented",
6218,Price,Precio,Positivo,"Good acoustics, service, security, prices and quality of the events presented",
6218,Service,Atención,Positivo,"Good acoustics, service, security, prices and quality of the events presented",
6219,Lugar,Infraestructura,Positivo,Excellent event venue,
6220,People,Atención,Positivo,Excellent place to stay for a weekend but there should be more control over the activities that people go to the river,
6220,River,Naturaleza,Positivo,Excellent place to stay for a weekend but there should be more control over the activities that people go to the river,
6221,Lugar,Infraestructura,Positivo,Excellent place to be with family,2023-06-03
6222,Landscape,Naturaleza,Positivo,Excellent place to be in harmony with nature and enjoy all the landscapes that this park offers us,2019-06-07
6223,Lugar,Infraestructura,Positivo,Excellent place to meet God,2021-09-04
6224,Nature,Naturaleza,Positivo,Excellent place to find yourself and nature,
6225,Lugar,Infraestructura,Positivo,Excellent place for tourism,2022-12-10
6226,Eat,Gastronomía,Positivo,Excellent place for recreation,
6227,Lugar,Infraestructura,Positivo,Excellent place to meet God,
6228,Lugar,Infraestructura,Positivo,"Excellent place to have fun, walk, jog and do many other activities. I recommend you visit it",2023-05-08
6229,Lugar,Infraestructura,Positivo,Excellent place to have fun and go with the family,
6230,Lugar,Infraestructura,Positivo,Excellent place to have fun with the family.,
6231,Eat,Gastronomía,Positivo,"Excellent place for children's fun, recreation, picnic, sports",2022-08-08
6232,City,Ubicación,Positivo,Excellent place to relax and share in the city of Loja,
6233,Lugar,Infraestructura,Positivo,Excellent place to have fun with the family,
6234,Lugar,Infraestructura,Positivo,Excellent place to relax,
6235,Lugar,Infraestructura,Positivo,Excellent place to enjoy with the family.,2024-05-09
6236,Lugar,Infraestructura,Positivo,"Excellent place to enjoy with the family, games for children, ride on votes, its infrastructure is i",
6237,Rio,Naturaleza,Positivo,"Excellent place to enjoy with the family, get in touch with nature and enjoy the various attractions it has",2022-06-04
6238,Lugar,Infraestructura,Positivo,Excellent place to enjoy with family and friends.,
6239,Lugar,Infraestructura,Positivo,Excellent place to enjoy with family and friends.,
6240,Lugar,Infraestructura,Positivo,Excellent place to enjoy with family,2022-12-08
6241,Lugar,Infraestructura,Positivo,Excellent place to enjoy with family,
6242,Lugar,Infraestructura,Positivo,Excellent place to enjoy,
6243,Lugar,Infraestructura,Positivo,Excellent place to enjoy,
6244,Lugar,Infraestructura,Positivo,"Excellent place to spread art, culture and knowledge!!!",2020-07-02
6245,Lugar,Infraestructura,Positivo,Excellent place to clear your mind on a weekend.,2019-04-07
6246,Lugar,Infraestructura,Positivo,Excellent place to chat and relax with friends or family.,
6247,Lugar,Infraestructura,Positivo,Excellent place to share with friends,2021-10-11
6248,Lugar,Infraestructura,Positivo,Excellent place to get to know part of Loja,
6249,Lugar,Infraestructura,Positivo,Excellent place to see part of the beautiful loja,2019-10-04
6250,Lugar,Infraestructura,Positivo,Excellent place to learn more about the flora of the south of the country. Ideal for photo sessions.,
6251,Lugar,Infraestructura,Positivo,Excellent place to learn about the cultural and musical history of beautiful Loja!!!,
6252,Lugar,Infraestructura,Positivo,Excellent place to visit,
6253,Lugar,Infraestructura,Positivo,Excellent place to connect with Lojana culture,2024-08-06
6254,Lugar,Infraestructura,Positivo,Excellent place to share with friends,
6255,Lugar,Infraestructura,Positivo,Excellent place to share with family..!!,
6256,Lugar,Infraestructura,Positivo,Excellent place to share with family...! many fun options for children,2021-04-03
