ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
5909,Spectacular attention,Atención,Neutro,Brilliant. Spectacular attention!!!,2021-07-29
5910,Great,Gastronomía,Positivo,"Great, everything very beautiful",2022-06-11
5911,Great,Gastronomía,Positivo,"Great, excellent place",2022-12-19
5911,Excellent place,Infraestructura,Positivo,"Great, excellent place",2022-12-19
5914,Great and above all a place to go to talk,Gastronomía,Positivo,"Great and above all a place to go to talk, read, have a coffee. It's like the corner of my house.",2019-08-13
5914,Have a coffee,Gastronomía,Neutro,"Great and above all a place to go to talk, read, have a coffee. It's like the corner of my house.",2019-08-13
5915,Great experience that is always repeated,Gastronomía,Positivo,Great experience that is always repeated.,2024-04-26
5916,Great theater,Gastronomía,Positivo,Great theater! Don't forget to visit it,2021-11-20
5917,Great to go out on a sunday afternoon,Gastronomía,Positivo,Great to go out on a Sunday afternoon,2022-06-23
5918,Great for walking,Gastronomía,Positivo,Great for walking,2020-02-11
5919,Great for sport,Gastronomía,Positivo,Great for sport,2019-08-11
5920,Great place to spend time with the family,Gastronomía,Positivo,"Great place to spend time with the family, play sports, have fun with the family and go boating with a view of the ducks, goose and flamingos. If you get on the boat, go directly to the 30-minute plan, it works out better to enjoy it better.",2023-04-07
5920,Play sports,Infraestructura,Neutro,"Great place to spend time with the family, play sports, have fun with the family and go boating with a view of the ducks, goose and flamingos. If you get on the boat, go directly to the 30-minute plan, it works out better to enjoy it better.",2023-04-07
5920,Have fun with the family and go boating with a view of the ducks,Naturaleza,Neutro,"Great place to spend time with the family, play sports, have fun with the family and go boating with a view of the ducks, goose and flamingos. If you get on the boat, go directly to the 30-minute plan, it works out better to enjoy it better.",2023-04-07
5921,Great place to visit,Gastronomía,Positivo,Great place to visit,2016-06-24
5922,Great structure,Gastronomía,Positivo,Great structure,2021-12-11
5923,Great part of the planet,Gastronomía,Positivo,Great part of the planet,2024-04-30
5971,Great,Gastronomía,Positivo,Great,2021-10-24
5974,Narrow garage,Transporte,Neutro,narrow garage,2021-10-25
5976,Full relaxation and safety in the city,Seguridad,Positivo,Full relaxation and safety in the city,2021-10-02
5977,Full recreation with a nature environment,Gastronomía,Neutro,Full recreation with a nature environment,2020-01-01
5978,Full nature,Naturaleza,Neutro,Full nature,2019-09-11
5981,Full thieves there and for a change fatally careless,Transporte,Neutro,Full thieves there and for a change fatally careless,2017-04-12
5986,We went to visit the park,Naturaleza,Neutro,"We went to visit the park. We went late. They have a tent and roof to spend the day (20 minutes from the waterfall). We visited the powerful waterfall. They have dressing rooms.
An incredible experience.
There is no entrance fee and the people who work in the park are very willing to teach about the fauna.
I would return without a doubt",2023-08-02
5986,They have a tent and roof to spend the day (20 minutes from the waterfall),Infraestructura,Neutro,"We went to visit the park. We went late. They have a tent and roof to spend the day (20 minutes from the waterfall). We visited the powerful waterfall. They have dressing rooms.
An incredible experience.
There is no entrance fee and the people who work in the park are very willing to teach about the fauna.
I would return without a doubt",2023-08-02
5986,We visited the powerful waterfall,Infraestructura,Neutro,"We went to visit the park. We went late. They have a tent and roof to spend the day (20 minutes from the waterfall). We visited the powerful waterfall. They have dressing rooms.
An incredible experience.
There is no entrance fee and the people who work in the park are very willing to teach about the fauna.
I would return without a doubt",2023-08-02
5986,They have dressing rooms,Infraestructura,Neutro,"We went to visit the park. We went late. They have a tent and roof to spend the day (20 minutes from the waterfall). We visited the powerful waterfall. They have dressing rooms.
An incredible experience.
There is no entrance fee and the people who work in the park are very willing to teach about the fauna.
I would return without a doubt",2023-08-02
5986,There is no entrance fee and the people who work in the park are very willing to teach about the fauna,Precio,Neutro,"We went to visit the park. We went late. They have a tent and roof to spend the day (20 minutes from the waterfall). We visited the powerful waterfall. They have dressing rooms.
An incredible experience.
There is no entrance fee and the people who work in the park are very willing to teach about the fauna.
I would return without a doubt",2023-08-02
5987,For people who like art it is an excellent place,Infraestructura,Positivo,"I went a few days ago, because my friends were doing their painting exhibition, I thought it was very nice, for people who like art it is an excellent place, on the second floor there is a cafeteria, and if you go at night in the outside part a wonderful bar-cafeteria 100/10",2022-02-27
5987,On the second floor there is a cafeteria,Gastronomía,Neutro,"I went a few days ago, because my friends were doing their painting exhibition, I thought it was very nice, for people who like art it is an excellent place, on the second floor there is a cafeteria, and if you go at night in the outside part a wonderful bar-cafeteria 100/10",2022-02-27
5987,If you go at night in the outside part a wonderful bar-cafeteria 100/10,Gastronomía,Neutro,"I went a few days ago, because my friends were doing their painting exhibition, I thought it was very nice, for people who like art it is an excellent place, on the second floor there is a cafeteria, and if you go at night in the outside part a wonderful bar-cafeteria 100/10",2022-02-27
5988,I went at night and there was no lighting or guards,Infraestructura,Neutro,I went at night and there was no lighting or guards. I recommend putting more light in the Park because surely in the morning or afternoon it looks great but at night it is scary.,2023-02-15
5988,I recommend putting more light in the park because surely in the morning or afternoon it looks great but at night it is scary,Gastronomía,Positivo,I went at night and there was no lighting or guards. I recommend putting more light in the Park because surely in the morning or afternoon it looks great but at night it is scary.,2023-02-15
5989,It was an incredible experience and the attention of the park rangers was very friendly  and i would visit it again,Atención,Positivo,It was an incredible experience and the attention of the park rangers was very friendly  and I would visit it again,2022-06-25
5990,It was a very nice and welcoming place,Infraestructura,Positivo,"It was a very nice and welcoming place, civic and cultural events were held here. Unfortunately, today they turned it into a zone of tolerance. In a place that during the day, night and early morning scandals occur that disrupt public order, because it is a place without lighting and the Authorities that have or should have the duty to control do not exercise that control and the request of the residents is not heard. .",2019-05-20
5990,Today they turned it into a zone of tolerance,Ubicación,Neutro,"It was a very nice and welcoming place, civic and cultural events were held here. Unfortunately, today they turned it into a zone of tolerance. In a place that during the day, night and early morning scandals occur that disrupt public order, because it is a place without lighting and the Authorities that have or should have the duty to control do not exercise that control and the request of the residents is not heard. .",2019-05-20
5990,In a place that during the day,Infraestructura,Neutro,"It was a very nice and welcoming place, civic and cultural events were held here. Unfortunately, today they turned it into a zone of tolerance. In a place that during the day, night and early morning scandals occur that disrupt public order, because it is a place without lighting and the Authorities that have or should have the duty to control do not exercise that control and the request of the residents is not heard. .",2019-05-20
5990,Because it is a place without lighting and the authorities that have or should have the duty to control do not exercise that control and the request of the residents is not heard,Infraestructura,Negativo,"It was a very nice and welcoming place, civic and cultural events were held here. Unfortunately, today they turned it into a zone of tolerance. In a place that during the day, night and early morning scandals occur that disrupt public order, because it is a place without lighting and the Authorities that have or should have the duty to control do not exercise that control and the request of the residents is not heard. .",2019-05-20
5991,It was a very cool place to spend with family and friends,Infraestructura,Neutro,It was a very cool place to spend with family and friends.,2019-07-28
5992,It was great,Gastronomía,Positivo,It was great,2019-09-06
5994,Sent by king felipe ii in 1571 to the city considered the entrance to the amazon,Precio,Neutro,"It was built in 1998. It is an architectural monument that constitutes a replica of the Shield of Loja, sent by King Felipe II in 1571 to the city considered the entrance to the Amazon. And entering the city is like moving to a small Castle, if your plans include visiting Vilcabamba, I recommend visiting this place that always has art exhibitions and on the second floor there is a restaurant where you can try traditional dishes from the area and its Exquisite coffee, The view of the mountain city will disappoint as well as its beautiful architecture.",2024-05-08
5994,Entering the city is like moving to a small castle,Ubicación,Neutro,"It was built in 1998. It is an architectural monument that constitutes a replica of the Shield of Loja, sent by King Felipe II in 1571 to the city considered the entrance to the Amazon. And entering the city is like moving to a small Castle, if your plans include visiting Vilcabamba, I recommend visiting this place that always has art exhibitions and on the second floor there is a restaurant where you can try traditional dishes from the area and its Exquisite coffee, The view of the mountain city will disappoint as well as its beautiful architecture.",2024-05-08
5994,I recommend visiting this place that always has art exhibitions and on the second floor there is a restaurant where you can try traditional dishes from the area and its exquisite coffee,Gastronomía,Neutro,"It was built in 1998. It is an architectural monument that constitutes a replica of the Shield of Loja, sent by King Felipe II in 1571 to the city considered the entrance to the Amazon. And entering the city is like moving to a small Castle, if your plans include visiting Vilcabamba, I recommend visiting this place that always has art exhibitions and on the second floor there is a restaurant where you can try traditional dishes from the area and its Exquisite coffee, The view of the mountain city will disappoint as well as its beautiful architecture.",2024-05-08
5994,The view of the mountain city will disappoint as well as its beautiful architecture,Naturaleza,Positivo,"It was built in 1998. It is an architectural monument that constitutes a replica of the Shield of Loja, sent by King Felipe II in 1571 to the city considered the entrance to the Amazon. And entering the city is like moving to a small Castle, if your plans include visiting Vilcabamba, I recommend visiting this place that always has art exhibitions and on the second floor there is a restaurant where you can try traditional dishes from the area and its Exquisite coffee, The view of the mountain city will disappoint as well as its beautiful architecture.",2024-05-08
5995,It was built as a tribute to the binational peace treaty of itamaraty,Gastronomía,Neutro,"It was built as a tribute to the Binational Peace Treaty of Itamaraty, signed on October 26, 1999, in the Itamaraty Palace in Brazil, marking the end of the Cenepa War between Ecuador and Peru.",2020-12-31
6000,Beautiful biking trail,Naturaleza,Positivo,"Spectacular photos, beautiful biking trail",2017-11-15
6001,Worth visiting,Precio,Positivo,"Photographs and more articles from the history of Loja, it is worth visiting.",2024-01-24
6002,Photo taken from the pucará sector with a view towards the wind farm of the city of loja,Naturaleza,Neutro,"Photo taken from the Pucará sector with a view towards the Wind Farm of the city of Loja, a view from the east to the west where the Villonaco hill, symbol of Loja, can be seen.",2024-02-02
6002,A view from the east to the west where the villonaco hill,Naturaleza,Neutro,"Photo taken from the Pucará sector with a view towards the Wind Farm of the city of Loja, a view from the east to the west where the Villonaco hill, symbol of Loja, can be seen.",2024-02-02
6002,Can be seen,Naturaleza,Neutro,"Photo taken from the Pucará sector with a view towards the Wind Farm of the city of Loja, a view from the east to the west where the Villonaco hill, symbol of Loja, can be seen.",2024-02-02
6003,Part of the catholic area in the center of loja,Ubicación,Neutro,It is part of the Catholic area in the center of Loja,2017-06-06
6004,Flora and very pure air,Naturaleza,Neutro,"Flora and very pure air, beautiful landscapes",2019-07-15
6004,Beautiful landscapes,Naturaleza,Positivo,"Flora and very pure air, beautiful landscapes",2019-07-15
6012,Loja fair,Naturaleza,Neutro,loja fair,2021-09-27
6013,Ugly and a lot of bad people there,Atención,Negativo,Ugly and a lot of bad people there,2017-03-27
6014,Ugly very dangerous,Seguridad,Negativo,ugly very dangerous,2021-09-25
6018,Nice family recreational site,Gastronomía,Positivo,"Congratulations, nice family recreational site.",2019-09-20
6019,The town fair seems fatal,Naturaleza,Neutro,"The town fair seems fatal, the store does not prosper...",2024-11-03
6023,Fascinated with the park,Naturaleza,Neutro,Fascinated with the park,2022-12-22
6040,Family-friendly,Atención,Positivo,"Family-friendly, romantic, fun, you can go with pets",2019-09-26
6043,There was a lack of a guide but i suppose due to the pandemic they cut the budget,Precio,Neutro,There was a lack of a guide but I suppose due to the pandemic they cut the budget,2021-07-27
6045,There is a lack of more attractions and security,Seguridad,Neutro,"There is a lack of more attractions and security. Furthermore, the prices of the kiosks are very expensive.",2019-10-06
6045,The prices of the kiosks are very expensive,Precio,Negativo,"There is a lack of more attractions and security. Furthermore, the prices of the kiosks are very expensive.",2019-10-06
6046,Light fixtures are missing,Infraestructura,Neutro,Light fixtures are missing,2022-07-24
6047,There is a lack of surveillance by the police at night,Seguridad,Neutro,"There is a lack of surveillance by the police at night, it is difficult to navigate.",2022-11-23
6048,Lack of security,Seguridad,Neutro,Lack of security,2017-08-18
6049,Lacks a little maintenance,Infraestructura,Neutro,Lacks a little maintenance,2020-01-04
6052,There is a lack of security in the sector,Seguridad,Neutro,"There is a lack of security in the sector, you have to be careful, since there is no local authority that cares about taking care of the space and its users.",2019-08-22
6052,You have to be careful,Transporte,Neutro,"There is a lack of security in the sector, you have to be careful, since there is no local authority that cares about taking care of the space and its users.",2019-08-22
6052,Since there is no local authority that cares about taking care of the space and its users,Transporte,Neutro,"There is a lack of security in the sector, you have to be careful, since there is no local authority that cares about taking care of the space and its users.",2019-08-22
6053,Lack of security and lighting,Seguridad,Neutro,Lack of security and lighting,2021-10-12
6054,Lack of security,Seguridad,Neutro,Lack of security,2021-12-18
6055,Lack of security,Seguridad,Neutro,Lack of security,2020-02-08
6056,Only young people go to consume alcoholic beverages,Atención,Neutro,There is a lack of order. Only young people go to consume alcoholic beverages,2020-02-07
6057,The lighting needs to be improved,Infraestructura,Neutro,The lighting needs to be improved.,2024-06-06
6058,Lack of more police security,Seguridad,Neutro,Lack of more police security,2022-12-04
6059,There is a lack of more localized security in such a large space,Seguridad,Neutro,"There is a lack of more localized security in such a large space, the visit is beautiful",2019-08-09
6060,There is a lack of more staff for information,Atención,Neutro,"There is a lack of more staff for information, but their works are very good, as are their archaeological works, they are very beautiful",2019-05-22
6061,More care is needed,Transporte,Neutro,More care is needed,2023-08-03
6062,There is a lack of more police control,Seguridad,Neutro,There is a lack of more police control...crime does its thing.,2023-06-28
6064,Lack of maintenance,Infraestructura,Neutro,"Lack of maintenance, neglected",2022-10-12
6065,Lack of maintenance in many games,Infraestructura,Neutro,Lack of maintenance in many games,2021-08-31
6066,Lack of maintenance at the viewpoint,Infraestructura,Neutro,Lack of maintenance at the viewpoint,2021-06-26
6067,Lack of maintenance,Infraestructura,Neutro,Lack of maintenance,2024-08-21
6068,Lack of maintenance,Infraestructura,Neutro,Lack of maintenance,2024-11-10
6069,Lack of maintenance,Infraestructura,Neutro,Lack of maintenance,2023-11-12
6070,There is no light in the park,Infraestructura,Neutro,"There is no light in the park, it is very dark",2021-04-16
6070,Very dark,Seguridad,Neutro,"There is no light in the park, it is very dark",2021-04-16
6071,Lack of lighting,Infraestructura,Neutro,"Lack of lighting, there is still that feeling of insecurity at night.",2023-10-16
6071,There is still that feeling of insecurity at night,Seguridad,Neutro,"Lack of lighting, there is still that feeling of insecurity at night.",2023-10-16
6072,There is no place to do aviation 4,Infraestructura,Neutro,There is no place to do aviation 4.20,2022-11-11
6073,Lack of food places,Gastronomía,Neutro,Lack of food places,2019-08-19
6074,Lack of night lighting,Infraestructura,Neutro,Lack of night lighting,2023-09-02
6075,Lack of lighting,Infraestructura,Neutro,Lack of lighting,2023-05-20
6076,Lack of lighting,Infraestructura,Neutro,Lack of lighting,2019-07-10
6077,Lack of lighting,Infraestructura,Neutro,Lack of lighting,2019-07-10
6078,Lack of lighting,Infraestructura,Neutro,Lack of lighting,2018-12-11
6079,Lack of security,Seguridad,Neutro,"Lack of security, crime is rife, and it is much worse at night.",2018-08-26
6080,Lack of security,Seguridad,Neutro,Lack of security,2019-08-12
6081,Lack of preparation of the guide for the tour,Atención,Neutro,Lack of preparation of the guide for the tour,2022-09-12
6083,Lack of places to sit,Infraestructura,Neutro,Lack of places to sit,2019-10-04
6084,Lack of cleanliness,Infraestructura,Positivo,Lack of cleanliness,2019-06-15
6085,Lack of lighting and security for visitors at night,Seguridad,Neutro,Lack of lighting and security for visitors at night,2017-11-20
6087,Lack of police control,Seguridad,Neutro,Lack of police control,2022-02-04
6088,There is a lack of security cameras on the part of ecu911,Seguridad,Neutro,"There is a lack of security cameras on the part of ecu911, since it is very unsafe and

I give it 4 stars because I found a connector to charge my phone, in addition to having batteries that won't be stolen hahahahaha",2022-05-26
6088,Since it is very unsafe and,Seguridad,Neutro,"There is a lack of security cameras on the part of ecu911, since it is very unsafe and

I give it 4 stars because I found a connector to charge my phone, in addition to having batteries that won't be stolen hahahahaha",2022-05-26
6088,In addition to having batteries that won't be stolen hahahahaha,Seguridad,Negativo,"There is a lack of security cameras on the part of ecu911, since it is very unsafe and

I give it 4 stars because I found a connector to charge my phone, in addition to having batteries that won't be stolen hahahahaha",2022-05-26
6089,Lack of asphalt on some streets,Naturaleza,Neutro,Lack of asphalt on some streets,2019-01-30
6090,The garbage that comes with the land in the fill cleaned and more trees planted,Infraestructura,Positivo,"The path needs to be fixed, the garbage that comes with the land in the fill cleaned and more trees planted.",2021-08-12
6091,You will find a shelter and guides,Atención,Neutro,"Easy to get to, you will find a shelter and guides, RECOMMENDED",2018-04-28
6096,Excellent park,Naturaleza,Positivo,"Excellent park, there is everything but distraction",2021-09-18
6097,Lush nature,Naturaleza,Neutro,Lush nature,2019-03-08
6099,I miss that park a lot,Naturaleza,Neutro,I miss that park a lot. I was there when I was 7 years old. Now I have 12 memories.,2019-12-28
6105,Beautiful and unique place,Infraestructura,Positivo,Unforgettable experience.. Beautiful and unique place,2021-11-18
6109,There is a police presence,Seguridad,Neutro,"There is a police presence, but it is unsafe after 7:00 p.m.",2023-03-14
6109,It is unsafe after 7:00 p,Seguridad,Neutro,"There is a police presence, but it is unsafe after 7:00 p.m.",2023-03-14
6110,Excellent place to play sports and spend a pleasant time with the family,Infraestructura,Positivo,Excellent place to play sports and spend a pleasant time with the family,2019-05-10
6113,Excellent landscapes,Naturaleza,Positivo,Excellent landscapes,2022-08-11
6117,Excellent theater,Gastronomía,Positivo,Excellent Theater,2023-10-15
6118,Excellent place to spend with family,Infraestructura,Positivo,Excellent place to spend with family,2023-10-02
6119,Excellent service,Atención,Positivo,Excellent service,2024-08-06
6121,Excellent place to go out with family and friends,Infraestructura,Positivo,Excellent place to go out with family and friends,2024-06-02
6122,Excellent place,Infraestructura,Positivo,Excellent place,2017-12-11
6123,Excellent protected park with great biodiversity,Gastronomía,Positivo,Excellent protected park with great biodiversity,2019-04-26
6124,Excellent park,Naturaleza,Positivo,Excellent park,2018-11-11
6125,Excellent park,Naturaleza,Positivo,Excellent park,2023-08-24
6126,Excellent park,Naturaleza,Positivo,Excellent park,2024-10-18
6128,Excellent for sports and recreation with friends or family,Gastronomía,Positivo,Excellent for sports and recreation with friends or family.,2023-03-13
6136,The waterfall is wonderful,Infraestructura,Neutro,"Excellent for walking and getting to know its flora and fauna, the waterfall is wonderful..!",2020-04-07
6137,Very well maintained and safe,Seguridad,Positivo,"Excellent, very well maintained and safe",2021-06-21
6140,Excellent place,Infraestructura,Positivo,"Excellent place, highly recommended",2022-12-19
6141,Excellent place,Infraestructura,Positivo,"Excellent place, super quiet and clean with a large number of pigeons surrounded by trees. Perfect place to admire the ancient architecture of its church",2021-08-31
6141,Super quiet and clean with a large number of pigeons surrounded by trees,Infraestructura,Positivo,"Excellent place, super quiet and clean with a large number of pigeons surrounded by trees. Perfect place to admire the ancient architecture of its church",2021-08-31
6141,Perfect place to admire the ancient architecture of its church,Infraestructura,Positivo,"Excellent place, super quiet and clean with a large number of pigeons surrounded by trees. Perfect place to admire the ancient architecture of its church",2021-08-31
6142,Excellent place to be received as a child of god,Infraestructura,Positivo,Excellent place to be received as a child of God,2020-01-05
6143,Excellent place to have a good time,Infraestructura,Positivo,Excellent place to have a good time,2021-11-27
6144,Excellent place to spend the afternoon,Infraestructura,Positivo,Excellent place to spend the afternoon,2019-01-03
6145,Excellent place to spend with family,Infraestructura,Positivo,Excellent place to spend with family.,2023-02-23
6146,Excellent place to spend with family,Infraestructura,Positivo,Excellent place to spend with family,2022-06-17
6147,Excellent place for tourists,Infraestructura,Positivo,Excellent place for tourists,2022-08-20
6148,Excellent place for family recreation,Gastronomía,Positivo,Excellent place for family recreation,2020-10-04
6149,Excellent place to go with the family,Infraestructura,Positivo,"Excellent place to go with the family, it has many recreational games and a lot of nature, recommended",2021-07-15
6149,It has many recreational games and a lot of nature,Gastronomía,Neutro,"Excellent place to go with the family, it has many recreational games and a lot of nature, recommended",2021-07-15
6150,Excellent place to go with family,Infraestructura,Positivo,Excellent place to go with family,2020-02-13
6151,Excellent place to go with the family and enjoy a whole day of different activities,Infraestructura,Positivo,"Excellent place to go with the family and enjoy a whole day of different activities, it also has a lot of wildlife and you can bring your pets",2021-07-04
6152,Excellent place to hang out,Infraestructura,Positivo,Excellent place to hang out,2024-01-02
6153,Excellent place where you can find god and enjoy beautiful works of art,Infraestructura,Positivo,Excellent place where you can find God and enjoy beautiful works of art.,2024-03-19
6154,Excellent recreation place,Gastronomía,Positivo,Excellent recreation place,2021-07-11
6155,Excellent place,Infraestructura,Positivo,excellent place,2021-11-20
6156,Excellent place,Infraestructura,Positivo,Excellent place,2023-08-22
6157,Excellent place,Infraestructura,Positivo,Excellent place,2018-06-13
6158,Excellent place,Infraestructura,Positivo,Excellent place,2023-09-04
6159,Excellent place,Infraestructura,Positivo,Excellent place,2022-10-21
6160,Excellent place,Infraestructura,Positivo,Excellent place,2024-06-06
6161,Excellent place,Infraestructura,Positivo,Excellent place,2024-11-13
6162,Excellent place,Infraestructura,Positivo,Excellent place,2023-07-03
6163,Excellent place,Infraestructura,Positivo,Excellent place,2024-05-27
6164,Excellent place,Infraestructura,Positivo,Excellent place,2023-03-04
6165,Excellent place,Infraestructura,Positivo,Excellent place,2022-06-01
6166,Excellent place,Infraestructura,Positivo,Excellent place,2022-03-29
6167,Excellent place,Infraestructura,Positivo,Excellent place,2018-12-30
6168,Excellent place,Infraestructura,Positivo,Excellent place,2018-08-21
6169,Excellent place,Infraestructura,Positivo,Excellent place,2023-04-24
6170,Excellent place,Infraestructura,Positivo,Excellent place,2022-03-21
6171,Excellent place,Infraestructura,Positivo,Excellent place,2021-08-29
6172,Excellent place,Infraestructura,Positivo,Excellent place,2021-04-29
6173,Excellent place,Infraestructura,Positivo,Excellent place,2021-02-17
6174,Excellent place,Infraestructura,Positivo,Excellent place,2019-08-26
6175,Excellent place,Infraestructura,Positivo,Excellent place,2022-06-18
6176,Excellent location to relax,Ubicación,Positivo,Excellent location to relax,2022-01-13
6178,Needs a little maintenance,Infraestructura,Neutro,"Excellent, needs a little maintenance",2021-12-21
6179,This park is excellent,Naturaleza,Positivo,"This park is excellent, I loved it.",2024-07-06
6180,Excellent space on the outskirts of the city,Ubicación,Positivo,Excellent space on the outskirts of the city,2021-10-11
6181,Excellent encounter with nature,Naturaleza,Positivo,Excellent encounter with nature.,2018-09-12
6182,Excellent place to spend the weekend with the family and especially with the little ones in the house,Infraestructura,Positivo,Excellent place to spend the weekend with the family and especially with the little ones in the house.,2019-10-09
6184,Excellent attention highly recommended for your work,Atención,Positivo,Excellent attention highly recommended for your work,2020-12-06
6185,One of the best theaters in south america,Gastronomía,Positivo,"Excellent amplification, sound and atmosphere, one of the best theaters in South America
Loja present gentlemen",2023-04-14
6235,Pleasant climate and the road in good condition,Transporte,Positivo,Excellent... pleasant climate and the road in good condition,2022-01-10
6249,Excellent views,Naturaleza,Positivo,Excellent views,2020-06-28
6251,Elegant place like the loja it deserves,Infraestructura,Neutro,"Excellent works that present a very nice, elegant place like the loja it deserves.",2023-07-08
6252,Excellent facilities and delightful concerts,Infraestructura,Positivo,Excellent facilities and delightful concerts,2019-10-26
6253,Excellent facilities and great organization of cultural events,Gastronomía,Positivo,Excellent facilities and great organization of cultural events.,2021-07-07
6257,Excellent recreation spaces,Gastronomía,Positivo,Excellent recreation spaces,2021-06-18
6258,Excellent infrastructure conditions,Infraestructura,Positivo,Excellent infrastructure conditions,2021-12-01
6259,Excellent waterfalls,Infraestructura,Positivo,Excellent waterfalls,2019-07-10
6261,Very beautiful landscape can be seen of our beloved city of loja,Naturaleza,Positivo,Excellent....very beautiful landscape can be seen of our beloved city of Loja.,2022-01-24
6263,You can visit it even at night in complete safety,Seguridad,Positivo,Excellent. You can visit it even at night in complete safety. Although the castles are only open until 5pm,2019-11-15
6265,There is a small train for 1 dollar and it takes you quickly through the park,Precio,Neutro,"Excellent. There is a small train for 1 dollar and it takes you quickly through the park. Good place to rest, take photos and I even saw people grilling.",2022-10-29
6265,Good place to rest,Infraestructura,Positivo,"Excellent. There is a small train for 1 dollar and it takes you quickly through the park. Good place to rest, take photos and I even saw people grilling.",2022-10-29
6265,Take photos and i even saw people grilling,Atención,Neutro,"Excellent. There is a small train for 1 dollar and it takes you quickly through the park. Good place to rest, take photos and I even saw people grilling.",2022-10-29
6266,Great sound,Gastronomía,Positivo,Excellent. GREAT SOUND. LIGHTNING. CENTRAL LOCATION.,2019-03-28
6266,Lightning,Infraestructura,Neutro,Excellent. GREAT SOUND. LIGHTNING. CENTRAL LOCATION.,2019-03-28
6266,Central location,Ubicación,Neutro,Excellent. GREAT SOUND. LIGHTNING. CENTRAL LOCATION.,2019-03-28
6268,It would be worth canceling all the contractors and subcontractors,Precio,Positivo,"Excellent, it would be worth canceling all the contractors and subcontractors, to whom they owe their salaries....",2023-02-10
6269,A very cozy theater where plays,Gastronomía,Neutro,"Excellent, a very cozy theater where plays, music, dance and more are performed",2021-12-05
6270,A historic and very cozy place,Infraestructura,Neutro,"Excellent, a historic and very cozy place.",2022-07-08
6273,Clean,Infraestructura,Positivo,"Excellent, well-maintained, clean, tidy, and spacious facilities",2022-12-05
6274,This type of parks should exist in every city,Naturaleza,Neutro,"Excellent, this type of parks should exist in every city, congratulations to the city of Loja",2020-01-12
6274,Congratulations to the city of loja,Ubicación,Neutro,"Excellent, this type of parks should exist in every city, congratulations to the city of Loja",2020-01-12
6275,Excellent space to enjoy the birds and visit the church,Naturaleza,Positivo,Excellent space to enjoy the birds and visit the church,2024-03-02
6278,Enjoy walks in the middle of the forest and all its nature,Naturaleza,Positivo,"Excellent!!!!... Enjoy walks in the middle of the forest and all its nature, ideal to visit with family and friends!!!... If you are lucky you will be able to find local wild animals!",2021-06-22
6278,If you are lucky you will be able to find local wild animals,Naturaleza,Neutro,"Excellent!!!!... Enjoy walks in the middle of the forest and all its nature, ideal to visit with family and friends!!!... If you are lucky you will be able to find local wild animals!",2021-06-22
6286,Safe,Seguridad,Positivo,"Excellent! Safe, beautiful, and clean, they have it very well managed.",2022-11-23
6286,Clean,Infraestructura,Positivo,"Excellent! Safe, beautiful, and clean, they have it very well managed.",2022-11-23
6288,Excellent area,Ubicación,Positivo,"Excellent area, hotels and gastronomy. Very sure",2022-05-19
6288,Hotels and gastronomy,Infraestructura,Neutro,"Excellent area, hotels and gastronomy. Very sure",2022-05-19
6289,Excellent since it has many attractions such as the diverse or variety of animal species,Naturaleza,Positivo,"Excellent since it has many attractions such as the diverse or variety of animal species, with one exception to the train that provides the train ride service, which is very expensive and does not provide a good service.",2019-08-26
6289,With one exception to the train that provides the train ride service,Atención,Neutro,"Excellent since it has many attractions such as the diverse or variety of animal species, with one exception to the train that provides the train ride service, which is very expensive and does not provide a good service.",2019-08-26
6289,Which is very expensive and does not provide a good service,Precio,Negativo,"Excellent since it has many attractions such as the diverse or variety of animal species, with one exception to the train that provides the train ride service, which is very expensive and does not provide a good service.",2019-08-26
6291,Excellent and safe place,Seguridad,Positivo,Excellent and safe place,2024-04-23
6292,Excellent and hy police security,Seguridad,Positivo,Excellent and hy police security,2021-08-25
6293,Excellent and well-prepared guides,Infraestructura,Positivo,Excellent and well-prepared guides,2018-04-28
6294,Excellent view and beautiful place to walk with the family,Infraestructura,Positivo,Excellent view and beautiful place to walk with the family,2020-03-06
6295,Excellent view,Naturaleza,Positivo,"Excellent view, a viewpoint to observe the sunsets and the city, the problem of the place is bad smells and young people consuming alcohol",2018-12-07
6295,A viewpoint to observe the sunsets and the city,Naturaleza,Neutro,"Excellent view, a viewpoint to observe the sunsets and the city, the problem of the place is bad smells and young people consuming alcohol",2018-12-07
6295,The problem of the place is bad smells and young people consuming alcohol,Seguridad,Negativo,"Excellent view, a viewpoint to observe the sunsets and the city, the problem of the place is bad smells and young people consuming alcohol",2018-12-07
6296,Excellent panoramic view,Naturaleza,Positivo,"Excellent panoramic view. But from the center. If you want to see the entire city there is another viewpoint. Here there is a cafeteria, sale of souvenir items.",2023-10-04
6296,From the center,Ubicación,Neutro,"Excellent panoramic view. But from the center. If you want to see the entire city there is another viewpoint. Here there is a cafeteria, sale of souvenir items.",2023-10-04
6296,If you want to see the entire city there is another viewpoint,Naturaleza,Negativo,"Excellent panoramic view. But from the center. If you want to see the entire city there is another viewpoint. Here there is a cafeteria, sale of souvenir items.",2023-10-04
6296,Here there is a cafeteria,Gastronomía,Neutro,"Excellent panoramic view. But from the center. If you want to see the entire city there is another viewpoint. Here there is a cafeteria, sale of souvenir items.",2023-10-04
6297,Excellent view of the city,Naturaleza,Positivo,Excellent view of the City. Loja,2023-08-08
